name,exposure_time,ut_datetime,observation_id,data_label,object,observation_class,observation_type
S20220929S0063.fits,90.0,2022-09-29 06:30:37.200000,GS-2022B-Q-202-21,GS-2022B-Q-202-21-007,GCALflat,partnerCal,FLAT
S20220929S0064.fits,90.0,2022-09-29 06:33:15.200000,GS-2022B-Q-202-21,GS-2022B-Q-202-21-008,GCALflat,partnerCal,FLAT
S20220929S0065.fits,900.0,2022-09-29 06:35:50.200000,GS-2022B-Q-202-21,GS-2022B-Q-202-21-009,eRO-QPE2,science,OBJECT
S20220929S0066.fits,900.0,2022-09-29 06:51:39.700000,GS-2022B-Q-202-21,GS-2022B-Q-202-21-010,eRO-QPE2,science,OBJECT
S20220929S0097.fits,45.0,2022-09-29 09:59:15.700000,GS-2022B-Q-202-29,GS-2022B-Q-202-29-001,CuAr,dayCal,ARC
S20220929S0098.fits,45.0,2022-09-29 10:00:49.700000,GS-2022B-Q-202-29,GS-2022B-Q-202-29-002,CuAr,dayCal,ARC
S20220929S0106.fits,0.0,2022-09-29 10:11:31.200000,GS-CAL20220929-1,GS-CAL20220929-1-006,Bias,dayCal,BIAS
S20220929S0107.fits,0.0,2022-09-29 10:12:20.700000,GS-CAL20220929-1,GS-CAL20220929-1-007,Bias,dayCal,BIAS
S20220929S0108.fits,0.0,2022-09-29 10:13:09.700000,GS-CAL20220929-1,GS-CAL20220929-1-008,Bias,dayCal,BIAS
S20220929S0109.fits,0.0,2022-09-29 10:14:02.700000,GS-CAL20220929-1,GS-CAL20220929-1-009,Bias,dayCal,BIAS
S20220929S0110.fits,0.0,2022-09-29 10:14:53.700000,GS-CAL20220929-1,GS-CAL20220929-1-010,Bias,dayCal,BIAS
